property_type,borough,surface_covered_in_m2,price_per_m2,lat,lon,price_aprox_usd
apartment,Benito Juárez,101.0,50506.93069,19.39365,-99.14769,268764.29
house,Tlalpan,220.0,22727.27273,19.240322,-99.157167,263432.41
apartment,Azcapotzalco,66.0,13393.93939,19.49662,-99.185876,46574.85
apartment,Álvaro Obregón,311.0,2936.765273,19.38972,-99.201726,48120.35
apartment,Iztacalco,55.0,26818.18182,19.396727,-99.115875,77712.56
apartment,Álvaro Obregón,90.0,18400.0,19.394638,-99.186447,87248.81
apartment,Benito Juárez,73.0,35027.39726,19.364891,-99.148384,134719.33
apartment,Iztapalapa,80.0,12125.0,19.395427,-99.05035,51118.0
house,Benito Juárez,150.0,32763.22,19.391253,-99.168867,258926.82
house,La Magdalena Contreras,245.0,23877.55102,,,308215.93
apartment,Coyoacán,87.0,31500.0,19.3358468,-99.1479328,144387.3
house,Gustavo A. Madero,160.0,4999.0625,19.472959,-99.122655,42141.28
apartment,Benito Juárez,115.0,30434.78261,19.3797151,-99.1677132,184446.42
apartment,Venustiano Carranza,80.0,24937.5,19.4068945,-99.1237906,105134.46
apartment,Coyoacán,50.0,28380.0,19.308287,-99.146309,74762.12
apartment,Azcapotzalco,70.0,31557.14286,19.486669,-99.173765,116384.44
apartment,Álvaro Obregón,75.0,10094.30667,19.38828,-99.195529,39887.51
apartment,Miguel Hidalgo,60.0,14200.0,19.449292,-99.17551,44888.88
apartment,Cuauhtémoc,74.0,59864.86486,19.409095,-99.163216,233401.12
apartment,Tlalpan,62.0,33064.51613,19.295734,-99.146996,108007.29
apartment,Benito Juárez,80.0,31250.0,19.367424,-99.185753,131716.2
house,Coyoacán,70.0,4714.285714,19.312244,-99.10609,17386.53
apartment,Miguel Hidalgo,61.0,11936.06557,19.4597505,-99.2067717,38370.12
apartment,Cuauhtémoc,70.0,10525.08571,19.453564,-99.133092,38817.08
apartment,Tlalpan,65.0,20276.92308,19.281164,-99.20237,69440.78
apartment,Miguel Hidalgo,35.0,40000.0,19.4535397,-99.1826636,73778.56
apartment,Benito Juárez,78.0,36702.5641,19.364891,-99.148384,150830.86
apartment,Benito Juárez,,,19.3885287,-99.1470904,171076.29
apartment,Cuauhtémoc,50.0,15133.36,19.457352,-99.155304,39875.63
apartment,Benito Juárez,85.0,42941.17647,19.363073,-99.158843,192305.66
apartment,Cuauhtémoc,156.0,23070.51282,19.430132,-99.169144,189663.62
apartment,Cuauhtémoc,49.0,18775.5102,19.413992,-99.138695,48483.05
apartment,Iztapalapa,50.0,12760.0,19.335108,-99.083164,33613.97
apartment,Álvaro Obregón,96.0,31032.29167,19.341894,-99.224525,156958.3
apartment,Tláhuac,0.0,,19.283388,-99.055038,19688.33
apartment,Coyoacán,65.0,30769.23077,,,105397.95
apartment,Iztacalco,65.0,14200.0,19.41497,-99.065035,48629.62
apartment,Coyoacán,70.0,16285.71429,19.336455,-99.149511,60062.59
house,Venustiano Carranza,281.0,11565.8363,19.409374,-99.078966,171231.07
house,Benito Juárez,240.0,31250.0,19.408022,-99.164208,395148.62
apartment,Cuauhtémoc,120.0,45000.0,19.405298,-99.164986,284507.01
apartment,Iztacalco,42.0,16666.66667,19.392349,-99.07093,36880.53
apartment,Benito Juárez,98.0,51788.77551,19.387764,-99.176758,267463.12
apartment,Venustiano Carranza,90.0,11444.44444,19.41627,-99.087547,54267.07
house,Iztacalco,780.0,1337.179487,,,54952.0
apartment,Iztapalapa,49.0,16692.44898,19.318989,-99.094437,43093.85
apartment,Miguel Hidalgo,50.0,25000.0,19.445219,-99.171761,65858.1
apartment,Benito Juárez,314.0,30254.77707,19.372803,-99.165733,500521.59
apartment,Benito Juárez,90.0,19000.0,19.369509,-99.172532,90093.88
apartment,Cuauhtémoc,51.0,18431.37255,19.415175,-99.146898,49525.29
apartment,Coyoacán,500.0,3980.0,19.34841,-99.125713,104846.1
house,Álvaro Obregón,100.0,32000.0,19.360606,-99.227879,168596.74
apartment,Gustavo A. Madero,116.0,27155.17241,19.478469,-99.116014,165962.42
apartment,Benito Juárez,60.0,10766.66667,19.374721,-99.140098,34035.46
apartment,Cuauhtémoc,62.0,13709.67742,19.412142,-99.146127,44783.51
apartment,Venustiano Carranza,56.0,16625.0,19.456993,-99.118637,49051.11
apartment,Benito Juárez,150.0,52666.66667,19.394358,-99.177444,416321.92
apartment,Benito Juárez,83.0,18072.28916,19.366914,-99.1516,79029.72
house,Gustavo A. Madero,350.0,8000.0,19.4822222,-99.1125,147522.15
apartment,Venustiano Carranza,42.0,17857.14286,19.4193702,-99.1119615,39514.86
apartment,Álvaro Obregón,70.0,17395.54286,19.377369,-99.198052,64170.91
apartment,Benito Juárez,,,19.3626004,-99.1577978,245810.23
apartment,Álvaro Obregón,100.0,43950.0,19.33923,-99.218987,231612.0
apartment,Iztapalapa,35.0,10000.0,19.372377,-99.121153,18444.64
apartment,Iztapalapa,75.0,5541.52,19.359645,-99.138745,21902.43
house,Azcapotzalco,200.0,22500.0,19.473639,-99.153232,237145.4
house,La Magdalena Contreras,350.0,9571.428571,19.317922,-99.236124,176499.72
apartment,Benito Juárez,70.0,10087.0,19.370272,-99.149127,37201.39
apartment,Gustavo A. Madero,48.0,12083.33333,19.506042,-99.153915,30558.16
apartment,Cuauhtémoc,80.0,53500.0,19.405298,-99.164986,225498.15
apartment,Azcapotzalco,60.0,14500.0,19.480501,-99.178139,45837.24
apartment,Gustavo A. Madero,45.0,5222.222222,,,12384.25
apartment,Benito Juárez,80.0,39500.0,19.386821,-99.164805,166528.77
apartment,Cuajimalpa de Morelos,64.0,42968.75,19.392937,-99.263313,144922.18
apartment,Azcapotzalco,80.0,10472.6125,19.470991,-99.168165,44141.21
apartment,Cuajimalpa de Morelos,290.0,13850.57241,19.385472,-99.256456,211624.0
apartment,Miguel Hidalgo,140.0,45000.0,,,332003.56
apartment,Benito Juárez,95.0,31578.94737,19.367424,-99.185753,158059.45
apartment,Benito Juárez,68.0,53235.29412,19.3872626,-99.1754024,190770.3
apartment,Benito Juárez,80.0,29375.0,19.387245,-99.147388,123813.23
apartment,Gustavo A. Madero,70.0,22285.71429,19.496491,-99.149702,82190.91
apartment,Cuauhtémoc,40.0,24350.0,19.441611,-99.159478,51316.63
apartment,Tlalpan,65.0,6709.323077,19.281164,-99.20237,22976.89
house,Álvaro Obregón,115.0,7713.043478,19.361114,-99.222666,46732.91
house,Benito Juárez,213.0,16431.92488,19.368475,-99.17952,184402.69
apartment,Cuauhtémoc,,,19.4096083,-99.1806878,339064.12
house,Gustavo A. Madero,260.0,16884.61538,19.509169,-99.142782,231293.66
apartment,Cuajimalpa de Morelos,88.0,67100.0,19.3582744,-99.2723517,311176.92
apartment,Benito Juárez,80.0,25000.0,19.380292,-99.168756,105372.96
apartment,Tlalpan,257.0,21361.8677,19.285851,-99.174245,289248.79
apartment,Coyoacán,58.0,12465.51724,19.335073,-99.128238,38092.32
apartment,Miguel Hidalgo,56.0,30821.42857,19.444584,-99.174675,90936.87
apartment,Miguel Hidalgo,0.0,,19.455664,-99.203056,39524.23
house,Azcapotzalco,100.0,28000.0,19.476305,-99.192992,147557.13
apartment,Iztapalapa,55.0,8072.727273,19.33427,-99.083374,23392.79
apartment,Cuauhtémoc,90.0,12377.77778,19.450551,-99.156352,58692.74
apartment,Azcapotzalco,70.0,22857.14286,19.466822,-99.157379,84298.37
apartment,Álvaro Obregón,2016.0,4419.642857,19.337368,-99.205984,469547.89
apartment,Álvaro Obregón,120.0,23423.93333,19.335033,-99.200347,148094.96
apartment,Benito Juárez,60.0,11768.16667,19.370272,-99.149127,37201.39
house,Azcapotzalco,115.0,23518.83478,19.464928,-99.180214,142499.34
apartment,Miguel Hidalgo,63.0,15555.55556,19.452419,-99.175058,51632.75
apartment,Benito Juárez,98.0,38173.46939,19.380937,-99.179545,197100.13
apartment,Coyoacán,96.0,21562.5,19.349449,-99.147779,109061.02
apartment,Coyoacán,,,19.3223515626,-99.1034924984,53476.78
apartment,Cuauhtémoc,121.0,17878.71901,19.461416,-99.133163,114005.01
apartment,Tlalpan,159.0,53144.65409,19.3038226746,-99.2213702202,445200.78
apartment,Benito Juárez,100.0,21561.1,19.3906898041,-99.1795009375,113624.79
house,Cuauhtémoc,220.0,25000.0,19.43036,-99.170346,289775.66
house,Gustavo A. Madero,280.0,14285.71429,19.4612738,-99.1214045,210795.91
apartment,Tláhuac,49.0,8489.795918,,,21922.77
apartment,Cuauhtémoc,70.0,15908.57143,19.450827,-99.156468,58671.66
apartment,Azcapotzalco,83.0,14457.83133,19.476577,-99.180073,63238.77
house,Álvaro Obregón,120.0,14000.0,19.378009,-99.193543,88513.29
apartment,Venustiano Carranza,60.0,15000.0,19.452255,-99.124703,47417.83
apartment,Tlalpan,,,19.2793178,-99.1779905,311689.97
apartment,Benito Juárez,60.0,13975.36667,19.382649,-99.143384,44178.77
apartment,Benito Juárez,84.0,40000.0,19.378533,-99.187561,177026.58
apartment,Benito Juárez,400.0,4008.0,19.389067,-99.162824,84466.97
apartment,Gustavo A. Madero,79.0,24227.8481,19.519303,-99.136218,100841.93
apartment,Cuauhtémoc,126.0,23412.69841,19.429615,-99.138395,155461.98
apartment,Azcapotzalco,50.0,9260.0,19.474655,-99.189277,24393.84
apartment,Álvaro Obregón,64.0,13921.875,19.34518,-99.189969,46943.65
apartment,Álvaro Obregón,165.0,33090.90909,19.334220844,-99.2409738153,287736.42
house,Benito Juárez,384.0,12208.33333,19.403597,-99.149771,246994.23
house,Iztapalapa,193.0,9119.170984,19.325848,-99.075081,92728.21
apartment,Cuauhtémoc,64.0,14687.5,19.415143,-99.14685,49525.29
apartment,Benito Juárez,94.0,39361.70213,19.394073,-99.153915,194939.99
apartment,Coyoacán,320.0,3703.125,19.346767,-99.123658,62448.28
apartment,Azcapotzalco,65.0,27307.69231,19.472155,-99.161186,93518.5
apartment,Álvaro Obregón,80.0,28575.0,19.351292,-99.213448,120469.86
house,Iztapalapa,80.0,13641.6625,19.364601,-99.124863,57498.49
apartment,Álvaro Obregón,120.0,18333.33333,,,115910.26
store,Cuauhtémoc,469.0,6609.808102,19.4356338,-99.1495107,163328.09
house,Iztapalapa,80.0,15856.9375,19.331858,-99.062324,66851.55
apartment,Benito Juárez,89.0,44494.38202,19.400004,-99.16735,208638.47
apartment,Benito Juárez,110.0,30000.0,19.372684,-99.183678,173865.39
house,Gustavo A. Madero,193.0,9585.492228,,,97469.99
apartment,Miguel Hidalgo,62.0,28626.82258,,,93511.29
apartment,Iztacalco,80.0,10778.15,19.398514,-99.130366,45429.02
apartment,Cuauhtémoc,70.0,16857.14286,19.43672,-99.138969,62184.79
apartment,Miguel Hidalgo,66.0,16500.0,19.448226,-99.173938,57375.58
apartment,Álvaro Obregón,250.0,16000.0,,,210745.93
apartment,Benito Juárez,55.0,49090.90909,19.372684,-99.183678,142253.5
apartment,Miguel Hidalgo,100.0,38800.0,19.400249,-99.177444,204472.03
house,Coyoacán,141.0,17127.65957,19.312417,-99.122877,127237.85
apartment,Álvaro Obregón,110.0,45454.54545,19.3627249,-99.1755287,263432.41
apartment,Cuajimalpa de Morelos,47.0,36306.38298,,,89904.21
apartment,Cuauhtémoc,70.0,37857.14286,19.438292,-99.166694,139619.18
house,Tlalpan,200.0,21000.0,19.301271,-99.139389,221335.7
apartment,Tlalpan,75.0,25000.0,19.283831,-99.236992,98787.15
apartment,Benito Juárez,84.0,21119.04762,19.40012,-99.1532,93465.82
apartment,Coyoacán,65.0,6000.0,19.311038,-99.101601,20552.6
house,Álvaro Obregón,300.0,18000.0,19.3605334,-99.2267067,284574.48
apartment,Benito Juárez,134.0,58955.22388,19.3648588111,-99.1634988785,416321.92
apartment,Cuauhtémoc,60.0,12279.25,19.452297,-99.138695,38817.03
apartment,Miguel Hidalgo,70.0,14666.67143,19.451597,-99.196136,54091.47
apartment,Miguel Hidalgo,102.0,16777.28431,19.436404,-99.173617,90161.48
apartment,Coyoacán,71.0,13604.22535,19.335419,-99.119331,50901.94
apartment,Miguel Hidalgo,75.0,48522.82667,19.2464696,-99.1013498,191782.75
apartment,Álvaro Obregón,100.0,40000.0,19.340202,-99.257774,210745.93
apartment,Benito Juárez,122.0,39754.09836,19.390912,-99.172242,255529.44
apartment,Benito Juárez,95.0,31578.94737,19.380644,-99.179176,158059.45
apartment,Cuauhtémoc,342.0,6348.836257,19.429353,-99.151126,114398.26
apartment,Azcapotzalco,67.0,28388.0597,19.471135,-99.1595701,100209.69
apartment,Álvaro Obregón,180.0,8351.85,19.387209,-99.222038,79205.32
apartment,Gustavo A. Madero,60.0,33450.0,19.493973,-99.130394,105741.77
apartment,Cuauhtémoc,50.0,9270.4,19.411434,-99.152197,24427.03
apartment,Benito Juárez,79.0,32848.10127,19.3638234,-99.1444714,140470.72
apartment,Benito Juárez,394.0,2436.548223,19.398671,-99.134129,50579.02
apartment,Tlalpan,80.0,16135.0,19.280481,-99.170604,68007.71
apartment,Miguel Hidalgo,78.0,25935.12821,19.437285,-99.174303,106581.59
apartment,Benito Juárez,88.0,44318.18182,19.384622452,-99.1519181058,205526.01
apartment,Álvaro Obregón,60.0,12617.88333,19.38828,-99.195529,39887.51
apartment,Álvaro Obregón,100.0,26891.79,19.337013,-99.197613,141683.38
apartment,Benito Juárez,70.0,49887.95714,19.396018,-99.147827,183989.47
apartment,Iztacalco,52.0,22461.53846,19.392349,-99.07093,61537.81
apartment,Iztacalco,674.0,1589.41543,19.377833,-99.128317,56441.23
house,Azcapotzalco,300.0,10060.8,19.469418,-99.164299,159020.45
apartment,Miguel Hidalgo,86.0,29081.39535,19.434723,-99.175887,131800.14
apartment,Tláhuac,50.0,7200.0,,,18971.63
apartment,Iztapalapa,115.0,16426.08696,19.383249,-99.08399,99524.76
apartment,Benito Juárez,70.0,16709.88571,19.39942,-99.141673,61626.95
apartment,Álvaro Obregón,60.0,18783.33333,19.367348,-99.220413,59377.66
apartment,Benito Juárez,67.0,23880.59701,19.380443,-99.188263,84318.36
apartment,Gustavo A. Madero,70.0,12498.28571,,,46094.35
apartment,La Magdalena Contreras,,,19.315498,-99.220634,210618.82
apartment,Álvaro Obregón,60.0,28916.66667,19.377404,-99.193301,91411.04
apartment,Xochimilco,86.0,10813.95349,19.262049,-99.1138,48998.42
house,Tlalpan,387.0,25839.79328,,,526989.78
apartment,Benito Juárez,78.0,36702.5641,19.364891,-99.148384,150830.86
house,Miguel Hidalgo,230.0,12478.26087,19.422113,-99.181889,151246.06
house,Venustiano Carranza,267.0,13857.6779,19.421728,-99.105007,194939.99
apartment,Iztapalapa,95.0,11314.22105,19.373161,-99.130394,56630.11
apartment,Gustavo A. Madero,85.0,25093.23529,,,112402.96
house,Tlalpan,191.0,22513.08901,19.3018592404,-99.1369248927,226605.6
apartment,Álvaro Obregón,64.0,53125.0,19.3862785,-99.24329,179134.04
house,Tlalpan,342.0,12339.18129,19.283954,-99.170471,222336.96
house,Coyoacán,120.0,14091.03333,19.302721,-99.10851,89088.83
apartment,Cuauhtémoc,70.0,12142.85714,19.412142,-99.146127,44794.13
apartment,Miguel Hidalgo,438.0,23173.51598,19.401079,-99.24807,534894.62
apartment,Azcapotzalco,80.0,9250.0,19.493185,-99.205755,38987.99
apartment,Benito Juárez,109.0,45779.81651,19.39365,-99.14769,262905.55
apartment,Benito Juárez,56.0,65566.85714,19.39365,-99.14769,193451.28
apartment,Iztacalco,65.0,13265.43077,19.398514,-99.130366,45429.07
apartment,Iztapalapa,58.0,11741.37931,19.370822,-99.105239,35879.49
apartment,Benito Juárez,122.0,39754.09836,19.391088,-99.17282,255529.44
house,Tlalpan,400.0,18750.0,19.2931366,-99.1604902,395148.62
house,Coyoacán,200.0,10844.25,19.343563,-99.168624,114296.17
house,Iztapalapa,,,19.321774465,-99.0781402588,90093.88
apartment,Venustiano Carranza,47.0,14468.08511,19.4306069,-99.0949899,35835.3
apartment,Cuauhtémoc,70.0,15142.85714,19.408805,-99.129702,55847.67
apartment,Tlalpan,160.0,17500.0,19.258038,-99.161589,147522.15
apartment,Azcapotzalco,102.0,13526.58824,19.47941,-99.186177,72709.41
apartment,Venustiano Carranza,,,19.4182972,-99.1260675,70354.45
apartment,Miguel Hidalgo,,,19.437238,-99.1779516,303037.84
apartment,Benito Juárez,115.0,46367.13043,,,280935.92
house,Iztapalapa,90.0,6783.033333,19.325608,-99.06112,32163.67
apartment,Benito Juárez,0.0,,19.3932672,-99.1526149,64608.94
apartment,Cuajimalpa de Morelos,,,,,116154.46
house,Iztacalco,178.0,14488.25281,19.38447,-99.133548,135873.64
apartment,Álvaro Obregón,53.0,43396.22642,19.33225,-99.244048,121178.91
apartment,Benito Juárez,122.0,28867.21311,19.39365,-99.14769,185551.25
apartment,Coyoacán,70.0,12185.71429,19.323772,-99.116562,44941.57
apartment,Venustiano Carranza,60.0,17616.66667,19.410412,-99.098521,55689.61
apartment,Benito Juárez,146.0,27328.76712,19.371111,-99.138912,210219.07
apartment,Álvaro Obregón,80.0,14087.5,19.367721,-99.219332,59377.66
apartment,Cuauhtémoc,90.0,22659.26667,19.408904,-99.174556,107445.33
house,Álvaro Obregón,160.0,19625.0,19.343709,-99.241471,165474.79
house,Miguel Hidalgo,166.0,24096.38554,19.433278,-99.210731,210745.93
apartment,Miguel Hidalgo,243.0,32623.97119,19.444649,-99.202905,417678.68
house,Iztapalapa,150.0,18333.33333,19.353086,-99.0982879,144887.83
apartment,Miguel Hidalgo,127.0,15590.55118,19.39912,-99.175339,104343.97
apartment,Álvaro Obregón,79.0,36708.86076,,,152790.8
apartment,Benito Juárez,80.0,10481.525,19.38634,-99.142743,44178.77
apartment,Benito Juárez,64.0,27386.5625,19.3905245,-99.1797506,92367.6
apartment,Tlalpan,57.0,31403.50877,19.298168,-99.113106,94308.8
apartment,Azcapotzalco,70.0,9000.0,19.474706,-99.18843,33192.48
apartment,Benito Juárez,64.0,31226.5625,19.3704998,-99.1393889,105318.9
apartment,Tlalpan,65.0,39230.76923,,,134382.39
apartment,Miguel Hidalgo,287.0,18745.6446,19.43475,-99.189814,283453.28
house,Benito Juárez,250.0,30000.0,19.360827,-99.169135,395148.62
apartment,Benito Juárez,84.0,21119.04762,19.40012,-99.1532,93465.82
apartment,Benito Juárez,69.0,13913.04348,19.392025,-99.135302,50579.02
apartment,Cuauhtémoc,102.0,32985.9902,19.427607,-99.160835,177309.45
apartment,Álvaro Obregón,70.0,21000.0,19.360367,-99.192614,77467.49
apartment,Coyoacán,95.0,22242.10526,19.34841,-99.125713,111326.54
apartment,Miguel Hidalgo,85.0,35294.11765,19.4484338347,-99.2140477896,162393.9
house,Álvaro Obregón,415.0,17848.99518,19.320576,-99.20929,390266.33
apartment,Venustiano Carranza,75.0,14093.33333,19.41031,-99.098527,55689.61
apartment,Tlalpan,83.0,40634.93976,19.298168,-99.113106,177695.7
house,Álvaro Obregón,156.0,6089.74359,19.3607916,-99.2366437,50064.02
apartment,Azcapotzalco,65.0,27307.69231,19.472155,-99.161186,93540.68
apartment,Iztapalapa,44.0,6300.613636,19.342083,-99.0532159,14609.57
apartment,Álvaro Obregón,65.0,13707.69231,19.359901,-99.189606,46943.65
house,Álvaro Obregón,580.0,9868.965517,19.339133,-99.252181,301577.43
apartment,Benito Juárez,100.0,15786.66,19.392814,-99.175476,83174.36
apartment,Álvaro Obregón,65.0,11710.33846,19.366632,-99.1979,40103.47
apartment,Coyoacán,65.0,15523.07692,19.31999,-99.117808,53160.66
apartment,Miguel Hidalgo,52.0,15057.69231,19.451809,-99.170181,41253.51
apartment,Cuauhtémoc,95.0,30421.05263,19.424535,-99.169362,152263.93
apartment,Benito Juárez,64.0,38215.90625,19.3733676,-99.1337252,128892.1
apartment,Venustiano Carranza,75.0,10933.33333,19.429916,-99.108826,43202.91
apartment,Gustavo A. Madero,60.0,33450.0,19.493973,-99.130394,105741.77
house,Benito Juárez,100.0,31797.5,19.380273,-99.155793,167529.84
apartment,Tlalpan,190.0,27368.42105,19.269128,-99.216118,273969.71
apartment,Miguel Hidalgo,90.0,65703.71111,19.425126,-99.225401,311552.77
apartment,Cuauhtémoc,,,19.4072503,-99.1609825,271967.62
apartment,Cuajimalpa de Morelos,88.0,71500.0,,,331503.35
apartment,Benito Juárez,121.0,45454.54545,19.391074,-99.165737,289775.66
house,Iztacalco,178.0,14488.25281,19.38447,-99.133548,135905.86
apartment,Benito Juárez,69.0,9376.811594,19.374721,-99.140098,34088.15
apartment,Miguel Hidalgo,255.0,32820.26667,19.444082,-99.20269,440942.03
apartment,Cuauhtémoc,63.0,31746.03175,19.4512044,-99.1536306,105397.95
apartment,Álvaro Obregón,83.0,33734.93976,19.33923,-99.218987,147522.15
apartment,Azcapotzalco,65.0,27461.53846,19.472155,-99.161186,94045.37
apartment,Azcapotzalco,53.0,16981.13208,19.490709,-99.178959,47417.83
house,Benito Juárez,305.0,32786.88525,19.368013,-99.162111,526864.83
apartment,Cuajimalpa de Morelos,87.0,67816.09195,,,310850.25
house,Xochimilco,250.0,17816.0,19.282223,-99.132212,234665.59
house,Gustavo A. Madero,144.0,10006.94444,19.455263,-99.054385,75939.22
apartment,Álvaro Obregón,130.0,35460.76923,,,242879.42
apartment,Benito Juárez,100.0,30000.0,19.372684,-99.183678,158059.45
apartment,Álvaro Obregón,103.0,9288.019417,19.38499,-99.227853,50403.36
house,Álvaro Obregón,200.0,20250.0,19.339728,-99.259492,213380.25
apartment,Miguel Hidalgo,60.0,19666.66667,19.411112,-99.193066,62170.05
apartment,Cuauhtémoc,69.0,10133.76812,19.441374,-99.160559,36839.97
apartment,Benito Juárez,62.0,39339.93548,19.394075,-99.145837,128506.33
apartment,Cuauhtémoc,145.0,49655.17241,19.405298,-99.164986,379342.68
apartment,Miguel Hidalgo,70.0,24642.85714,19.446144,-99.170327,90884.18
house,Xochimilco,150.0,29400.0,19.237345,-99.092361,232347.39
house,Álvaro Obregón,160.0,4779.1625,19.361114,-99.222666,40287.56
apartment,Cuauhtémoc,62.0,72580.64516,19.433468,-99.154823,237089.17
apartment,Álvaro Obregón,90.0,54555.55556,19.323593,-99.216426,258690.63
apartment,Cuauhtémoc,65.0,47615.38462,19.446829,-99.159454,163103.33
apartment,Miguel Hidalgo,94.0,58510.6383,19.4380266,-99.1885632,289844.37
apartment,Tlalpan,110.0,24363.63636,19.286619,-99.152534,141199.77
apartment,La Magdalena Contreras,209.0,10765.55024,19.315826,-99.222304,118544.58
apartment,Venustiano Carranza,50.0,15000.0,19.452503,-99.120018,39524.23
apartment,Benito Juárez,135.0,37777.77778,19.394073,-99.153915,268764.78
apartment,Benito Juárez,80.0,26250.0,19.370501,-99.139389,110641.61
house,Cuauhtémoc,98.0,10520.40816,19.459582,-99.131934,54319.76
apartment,La Magdalena Contreras,273.0,26373.62637,19.3066442,-99.210077,379342.68
apartment,Benito Juárez,65.0,12900.33846,19.382649,-99.143384,44189.25
house,Coyoacán,80.0,4937.5,19.312718,-99.107342,20816.09
house,Tlalpan,0.0,,19.2918435932,-99.1124403477,167055.76
apartment,Gustavo A. Madero,183.0,12710.19672,19.473623,-99.124863,122576.03
apartment,Benito Juárez,85.0,16470.58824,19.375733,-99.139518,73761.07
apartment,Iztapalapa,60.0,10175.0,19.325608,-99.06112,32165.09
apartment,Miguel Hidalgo,90.0,17222.22222,19.441043,-99.175585,81664.04
apartment,Cuauhtémoc,50.0,12440.0,19.442796,-99.154915,32770.99
house,Cuajimalpa de Morelos,328.0,30030.4878,,,518961.86
house,Álvaro Obregón,475.0,12526.31579,19.344626,-99.234998,313558.92
house,Benito Juárez,181.0,11602.20994,19.378506,-99.185059,110641.61
apartment,Cuauhtémoc,1275.0,607.8431373,19.415143,-99.14685,40832.02
apartment,Gustavo A. Madero,59.0,8449.694915,19.484988,-99.11171,26265.89
apartment,Benito Juárez,65.0,40615.38462,19.367424,-99.185753,139092.31
apartment,Álvaro Obregón,130.0,35460.76923,,,242879.42
house,Coyoacán,391.0,13938.61893,19.3178194,-99.1324714,287209.43
apartment,Miguel Hidalgo,110.0,40909.09091,19.432657,-99.177444,237089.17
apartment,Coyoacán,79.0,30379.74684,19.303307,-99.17637,126447.56
house,Coyoacán,200.0,12500.0,19.308956,-99.11929,131716.2
store,Cuauhtémoc,19.0,59210.52632,19.439887,-99.129142,59272.29
apartment,Miguel Hidalgo,288.0,32652.76042,19.443178,-99.20237,495463.43
apartment,Álvaro Obregón,90.0,24444.44444,,,115910.26
apartment,Benito Juárez,150.0,30666.66667,19.381729,-99.164986,242357.82
apartment,Gustavo A. Madero,88.0,26136.36364,,,121207.64
apartment,Venustiano Carranza,,,19.4495981,-99.1246689,60692.23
apartment,Tlalpan,,,19.303758,-99.223733,539345.23
apartment,Cuajimalpa de Morelos,70.0,38571.42857,19.392937,-99.263313,142253.5
apartment,Gustavo A. Madero,88.0,13636.36364,19.516777,-99.160149,63223.78
apartment,Gustavo A. Madero,48.0,10000.0,19.466724,-99.131614,25289.51
apartment,Álvaro Obregón,126.0,36184.61111,19.33228,-99.243934,240211.43
apartment,Benito Juárez,100.0,17300.0,19.39365,-99.14769,91147.61
apartment,Miguel Hidalgo,136.0,3161.764706,19.420166,-99.220367,430000.0
apartment,Cuauhtémoc,1200.0,1493.888333,19.420356,-99.143597,94471.66
house,Gustavo A. Madero,250.0,15000.0,19.509133,-99.142907,197574.31
house,Iztacalco,205.0,12580.0439,19.382139,-99.127632,135905.86
house,Coyoacán,193.0,9792.746114,19.3448820869,-99.1282439232,99601.06
house,Benito Juárez,340.0,21323.52941,19.383515,-99.127418,382067.59
apartment,Benito Juárez,90.0,18822.22222,19.383327,-99.152712,89250.9
house,Iztapalapa,310.0,11500.0,19.364601,-99.124863,187871.85
apartment,Álvaro Obregón,60.0,12617.88333,19.38828,-99.195529,39887.51
apartment,Cuauhtémoc,80.0,10075.0,19.454582,-99.145651,42475.37
apartment,Álvaro Obregón,55.0,37272.72727,,,108007.29
apartment,Cuauhtémoc,64.0,48437.5,19.43072,-99.169627,163328.09
apartment,Coyoacán,70.0,10000.44286,19.307417,-99.125191,36890.91
apartment,Tlalpan,117.0,35897.4359,19.299774,-99.112124,221283.23
house,Álvaro Obregón,133.0,15789.47368,19.325361,-99.26414,110667.85
apartment,Benito Juárez,75.0,14302.21333,19.377169,-99.187643,56514.99
apartment,Cuauhtémoc,266.0,5639.097744,19.430525,-99.172792,79048.46
apartment,Álvaro Obregón,90.0,38000.0,19.365766,-99.263112,180230.5
house,Tlalpan,63.0,12540.87302,19.285929,-99.180908,41626.27
apartment,Venustiano Carranza,72.0,24305.55556,19.427443,-99.096555,92201.34
apartment,Benito Juárez,107.0,11682.24299,19.391074,-99.165737,65858.1
apartment,Iztacalco,69.0,11057.97101,19.402197,-99.101441,40199.78
apartment,Benito Juárez,121.0,52200.55372,19.394358,-99.177444,332860.81
apartment,Coyoacán,83.0,38409.63855,19.305561,-99.171219,167964.51
apartment,Cuauhtémoc,60.0,10198.0,19.408758,-99.129474,32237.8
apartment,Cuauhtémoc,0.0,,19.4440744419,-99.1645360552,90639.19
house,Tlalpan,385.0,19220.77922,19.299952,-99.143958,389879.98
house,Benito Juárez,182.0,32692.30769,19.3861836,-99.1521665,313558.92
apartment,Benito Juárez,84.0,16190.47619,19.391819,-99.188639,71653.61
apartment,Álvaro Obregón,120.0,38683.33333,19.356062,-99.191978,244570.65
apartment,Tlalpan,75.0,25000.0,19.284672,-99.220367,98787.15
apartment,Cuauhtémoc,121.0,53719.00826,19.411146,-99.182943,342462.14
apartment,Azcapotzalco,60.0,16257.68333,19.48888,-99.179278,51393.61
apartment,Iztapalapa,131.0,10223.58779,,,70562.48
house,Álvaro Obregón,242.0,36570.24793,19.3358267184,-99.2018960416,466385.95
